City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,inirida,3.8653,-67.9239,24.81,93,83,0.84,CO,1688389848
288,balykshi,47.0667,51.8667,33.0,27,40,11.0,KZ,1688389962
289,mildura,-34.2,142.15,9.48,86,100,1.57,AU,1688389962
290,gaigeturi,33.4644,126.3183,24.22,98,100,2.01,KR,1688389963
291,badger,64.8,-147.5333,15.95,69,20,0.0,US,1688389847
292,gadzhiyevo,69.2551,33.3362,9.44,90,100,4.62,RU,1688389964
293,iguape,-24.7081,-47.5553,19.84,76,94,4.52,BR,1688389964
294,vernon,50.2581,-119.2691,13.5,51,0,0.89,CA,1688389712
295,minas de marcona,-15.2119,-75.1103,13.54,81,28,2.02,PE,1688389965
296,puerto penasco,31.3167,-113.5333,27.73,81,0,4.92,MX,1688389965
297,karungdong,5.8844,121.263,25.55,88,100,0.48,PH,1688389966
298,black point,-34.6187,137.8972,11.27,73,100,4.46,AU,1688389967
299,hilo,19.7297,-155.09,22.36,97,100,3.09,US,1688389967
300,ujae,8.9322,165.7642,28.42,78,35,7.98,MH,1688389968
301,pagar alam,-4.0167,103.2667,21.27,96,99,0.73,ID,1688389968
302,vacaria,-28.5122,-50.9339,16.49,63,13,4.33,BR,1688389968
303,lerwick,60.1545,-1.1494,13.0,83,100,6.44,GB,1688389969
304,sawakin,19.1059,37.3321,35.38,42,100,4.98,SD,1688389969
305,bam,29.106,58.357,42.51,9,5,5.52,IR,1688389970
306,paita,-5.0892,-81.1144,22.35,77,28,4.44,PE,1688389970
307,takoradi,4.8845,-1.7554,26.47,79,99,2.96,GH,1688389971
308,kunszentmarton,46.8392,20.2888,30.56,39,0,2.57,HU,1688389971
309,burang,30.25,81.1667,13.85,64,86,3.59,CN,1688389971
310,onega,63.9061,38.1404,14.67,92,100,3.18,RU,1688389972
311,antonio enes,-16.2325,39.9086,26.59,55,31,3.45,MZ,1688389972
312,tulun,54.5611,100.5792,15.89,83,100,3.34,RU,1688389973
313,tamanrasset,22.785,5.5228,37.95,9,0,4.12,DZ,1688389974
314,aral,40.5156,81.2636,36.27,10,6,4.54,CN,1688389975
315,holualoa,19.6228,-155.9522,24.93,84,20,2.06,US,1688389975
316,tiruchchendur,8.4833,78.1167,29.14,66,100,6.55,IN,1688389976
317,loukhi,66.0764,33.0381,15.86,50,31,4.39,RU,1688389976
318,baoqing,46.3317,132.2111,19.63,85,4,1.27,CN,1688389977
319,kirakira,-10.4544,161.9205,26.31,85,100,6.74,SB,1688389977
320,sant antoni de portmany,38.9807,1.3036,29.99,62,20,3.6,ES,1688389978
321,warrnambool,-38.3833,142.4833,9.73,81,100,2.82,AU,1688389978
322,machico,32.7,-16.7667,26.51,70,20,8.23,PT,1688389760
323,klyuchi,52.2667,79.1667,30.52,27,31,3.36,RU,1688389979
324,elk city,35.412,-99.4043,22.99,94,75,1.54,US,1688389934
325,ndelele,4.0333,14.9333,27.48,73,14,1.46,CM,1688389884
326,taguatinga,-12.3857,-46.5711,28.58,29,85,3.04,BR,1688389981
327,ceylanpinar,36.8472,40.05,40.61,7,0,3.69,TR,1688389687
328,ancud,-41.8697,-73.8203,9.41,88,100,8.98,CL,1688389982
329,constantia,44.1833,28.65,28.38,72,40,4.33,RO,1688389872
330,val-d'or,48.1002,-77.7828,23.05,60,0,2.57,CA,1688389904
331,hsinchu,24.8036,120.9686,30.5,69,15,0.89,TW,1688389984
332,jamestown,42.097,-79.2353,21.12,91,100,3.6,US,1688389938
333,juan griego,11.0817,-63.9655,28.64,72,100,3.68,VE,1688389985
334,yarega,63.4354,53.5765,23.17,62,2,1.77,RU,1688389985
335,kongolo,-5.3833,27.0,34.09,23,14,2.5,CD,1688389986
336,vilyuysk,63.7553,121.6247,19.64,68,98,2.02,RU,1688389986
337,nogliki,51.8333,143.1667,8.61,97,97,2.86,RU,1688389721
338,dalandzadgad,43.5708,104.425,21.35,17,14,8.66,MN,1688389695
339,great falls,47.5002,-111.3008,13.25,65,100,2.57,US,1688389987
340,namtsy,62.7161,129.6658,20.46,70,2,3.2,RU,1688389988
341,radomyshl,50.4961,29.2291,25.61,41,13,4.8,UA,1688389988
342,urumqi,43.801,87.6005,30.53,12,0,3.0,CN,1688389989
343,maba,24.6841,113.5984,25.76,93,90,1.82,CN,1688389989
344,posto fiscal rolim de moura,-13.0833,-62.2667,23.82,45,0,1.49,BR,1688389990
345,almodovar del rio,37.8336,-5.0167,37.49,27,20,4.63,ES,1688389990
346,waterloo,43.4668,-80.5164,20.31,97,100,3.09,CA,1688389914
347,tres isletas,-26.3407,-60.4321,22.01,51,77,3.66,AR,1688389991
348,south sioux city,42.4739,-96.4136,23.44,72,0,2.24,US,1688389992
349,fisterra,42.9049,-9.2629,26.68,81,6,8.38,ES,1688389992
350,tanacu,46.6833,27.8167,27.23,50,82,2.91,RO,1688389992
351,laguna,38.421,-121.4238,23.38,59,0,3.09,US,1688389993
352,saudarkrokur,65.7461,-19.6394,7.01,81,100,6.71,IS,1688389994
353,veraval,20.9,70.3667,29.19,83,100,5.08,IN,1688389763
354,portage la prairie,49.9728,-98.2926,18.29,69,0,2.68,CA,1688389994
355,kantilo,20.35,85.1833,31.69,64,58,4.19,IN,1688389995
356,la ronge,55.1001,-105.2842,13.14,88,100,5.14,CA,1688389995
357,rongelap,11.1635,166.8941,28.45,75,53,7.7,MH,1688389996
358,zintan,31.9223,12.252,34.94,20,12,1.94,LY,1688389996
359,ust'-kulom,61.6864,53.6902,23.0,69,14,3.05,RU,1688389997
360,dolores,-36.3132,-57.6792,14.5,90,64,2.81,AR,1688389997
361,gaspe,48.8334,-64.4819,21.4,80,100,0.83,CA,1688389704
362,qom,34.6401,50.8764,38.68,14,0,6.43,IR,1688389998
363,keflavik,64.0049,-22.5624,14.95,51,0,8.23,IS,1688389999
364,gumdag,39.2061,54.5906,37.44,14,0,6.43,TM,1688389999
365,araguaina,-7.1911,-48.2072,31.22,36,100,1.73,BR,1688390000
366,jayapura,-2.5333,140.7,27.66,89,96,3.43,ID,1688390000
367,kenai,60.5544,-151.2583,12.24,92,100,5.66,US,1688390000
368,hillsboro,45.5229,-122.9898,15.67,69,0,0.45,US,1688389986
369,fort payne,34.4442,-85.7197,24.12,90,0,0.45,US,1688390001
370,corinth,37.9407,22.9573,31.47,44,32,2.12,GR,1688390002
371,helena valley west central,46.6629,-112.0604,13.97,63,0,4.12,US,1688390002
372,konarka,19.9,86.1167,30.22,76,18,5.08,IN,1688389734
373,ashland,40.8167,-82.2665,20.71,98,42,3.41,US,1688389975
374,lezo,43.3214,-1.8974,24.32,67,40,3.09,ES,1688390003
375,summerland,49.5998,-119.6691,13.77,39,20,4.12,CA,1688390004
376,port blair,11.6667,92.75,28.02,83,40,4.12,IN,1688390004
377,guatrache,-37.6678,-63.5302,12.6,86,100,1.92,AR,1688390005
378,maffra,-37.9667,146.9833,7.14,85,100,0.38,AU,1688390005
379,la'ie,21.6477,-157.9253,26.98,80,59,2.24,US,1688390006
380,el calafate,-50.3408,-72.2768,0.96,93,100,0.79,AR,1688390006
381,zhangye,38.9342,100.4517,23.23,25,2,2.84,CN,1688390006
382,murzuq,25.9155,13.9184,41.27,9,0,1.74,LY,1688390007
383,mundwa,27.0667,73.8167,37.24,39,100,4.69,IN,1688390007
384,hotan,37.0997,79.9269,34.12,5,96,3.97,CN,1688390008
385,mabaruma,8.2,-59.7833,26.92,90,84,0.54,GY,1688390008
386,leua,48.2156,18.6071,24.67,50,98,4.24,SK,1688390009
387,meulaboh,4.1363,96.1285,26.15,78,13,0.56,ID,1688390009
388,broken hill,-31.95,141.4333,8.55,94,100,2.22,AU,1688389714
389,guerrero negro,27.9769,-114.0611,15.67,94,42,3.44,MX,1688390010
390,al mijlad,11.0333,27.7333,35.31,31,12,1.88,SD,1688390010
391,hastings,50.8552,0.5729,21.05,22,45,10.82,GB,1688390011
392,vad,55.5301,44.2114,23.11,75,24,6.58,RU,1688390011
393,mo i rana,66.3128,14.1428,14.26,54,75,5.66,NO,1688390012
394,igarka,67.4667,86.5833,20.43,51,100,1.71,RU,1688390012
395,kidal,18.4411,1.4078,41.6,18,5,3.79,ML,1688390012
396,pola de laviana,43.2454,-5.5629,22.31,62,75,2.76,ES,1688390013
397,fort mcmurray,56.7268,-111.381,11.77,87,100,7.2,CA,1688390013
398,lycksele,64.5954,18.6735,17.46,39,20,2.57,SE,1688390014
399,kuta,-8.7233,115.1723,26.67,88,75,4.02,ID,1688390014
400,berezovyy,51.6667,135.7,19.12,74,76,1.75,RU,1688390015
401,letterkenny,54.95,-7.7333,16.94,53,25,7.1,IE,1688390015
402,magdagachi,53.45,125.8,20.4,56,0,0.98,RU,1688390016
403,kyshtovka,56.555,76.6271,18.87,90,100,3.91,RU,1688390016
404,muroto-misakicho,33.2833,134.15,23.23,88,3,4.14,JP,1688390017
405,les avirons,-21.2418,55.3394,22.43,60,20,9.77,RE,1688390017
406,songea,-10.6833,35.65,20.66,43,90,4.13,TZ,1688390018
407,bailen,38.0964,-3.7779,38.9,17,0,4.83,ES,1688390018
408,birao,10.2849,22.7882,35.32,37,77,0.85,CF,1688390018
409,sabang,5.8933,95.3214,28.37,75,35,4.18,ID,1688390019
410,kyabe,9.4515,18.9449,29.85,58,88,2.56,TD,1688390019
411,belyy yar,53.6039,91.3903,19.94,52,0,2.0,RU,1688390020
412,bamboo flat,11.7,92.7167,28.05,83,40,4.12,IN,1688390020
413,huarmey,-10.0681,-78.1522,20.77,79,98,2.68,PE,1688390021
414,niepolomice,50.0407,20.2226,26.75,32,14,6.39,PL,1688390021
415,cartagena,10.3997,-75.5144,27.29,79,100,1.97,CO,1688389981
416,ajdabiya,30.7554,20.2263,28.25,55,0,7.67,LY,1688390022
417,susuman,62.7833,148.1667,23.97,43,100,1.55,RU,1688390022
418,aleksandrovsk,59.158,57.5624,24.31,56,40,2.1,RU,1688390023
419,weno,7.4515,151.8468,26.97,89,100,1.54,FM,1688390023
420,selkirk,50.1436,-96.8845,20.61,71,0,1.34,CA,1688390024
421,akhtubinsk,48.2795,46.1722,32.19,32,75,4.73,RU,1688390024
422,souillac,-20.5167,57.5167,23.21,73,75,6.17,MU,1688390025
423,ta`u,-14.2336,-169.5144,27.32,73,11,7.2,AS,1688390025
424,shetpe,44.1667,52.1167,32.27,20,0,2.21,KZ,1688390026
425,andergrove,-21.0833,149.1833,22.03,85,100,6.11,AU,1688390026
426,juruti,-2.1522,-56.0922,26.98,88,25,2.06,BR,1688390027
427,santa rosa,14.3122,121.1114,30.62,83,79,4.29,PH,1688390027
428,lima,-12.0432,-77.0282,21.14,82,100,2.06,PE,1688389955
429,smithers,54.7804,-127.1743,5.18,100,0,0.0,CA,1688389817
430,kaduy,59.2,37.15,17.32,63,93,5.02,RU,1688390029
431,el porvenir,13.7617,-87.3458,22.63,92,100,1.65,HN,1688390029
432,harrisonburg,38.4496,-78.8689,25.65,78,0,1.54,US,1688390029
433,coyhaique,-45.5752,-72.0662,2.97,100,100,1.54,CL,1688390030
434,isiro,2.7739,27.616,28.18,58,86,0.64,CD,1688390030
435,pariaman,-0.619,100.12,26.33,86,97,0.91,ID,1688390031
436,myeik,12.4333,98.6,26.13,86,100,0.52,MM,1688390031
437,itamaraca,-7.7478,-34.8256,27.03,85,83,5.08,BR,1688390031
438,miles city,46.4083,-105.8406,15.54,77,75,8.23,US,1688389989
439,cartagena del chaira,1.3349,-74.8429,23.66,88,83,0.31,CO,1688390032
440,sangkhla buri,15.1555,98.4536,23.39,98,100,0.25,TH,1688390033
441,puerto aysen,-45.4,-72.7,4.74,99,100,3.22,CL,1688390033
442,sur,22.5667,59.5289,30.19,72,14,2.95,OM,1688390034
443,closepet,12.7167,77.3,24.17,80,100,6.3,IN,1688390034
444,san antonio de pale,-1.4014,5.6325,23.65,85,31,5.26,GQ,1688390034
445,manturovo,58.3353,44.7619,22.11,57,99,4.19,RU,1688390035
446,presque isle,46.6811,-68.0159,19.72,86,100,3.09,US,1688390035
447,egilsstadir,65.2653,-14.3948,7.95,76,75,7.2,IS,1688390036
448,luwuk,-0.9516,122.7875,25.74,89,97,1.08,ID,1688390032
449,danville,36.586,-79.395,28.02,90,98,0.89,US,1688389849
450,konduga,11.6558,13.4213,38.79,21,100,1.7,NG,1688390037
451,cherdyn',60.403,56.4787,24.67,49,54,3.2,RU,1688390038
452,tawau,4.2498,117.8871,26.07,83,100,1.79,MY,1688390038
453,sainte-marie,-20.8968,55.5496,24.47,73,0,10.29,RE,1688390038
454,howrah,22.5892,88.3103,30.0,84,75,3.6,IN,1688390038
455,sechura,-5.5569,-80.8222,22.58,75,22,4.03,PE,1688390039
456,san andres,12.5847,-81.7006,27.3,85,100,6.08,CO,1688390040
457,camilla,31.2313,-84.2105,27.14,80,100,2.01,US,1688390040
458,bridgewater,44.3835,-64.5155,19.5,99,100,6.69,CA,1688390041
459,page,36.9147,-111.4558,25.88,23,0,1.54,US,1688389833
460,island harbour,50.724,-1.2758,19.55,75,49,2.68,GB,1688390042
461,aginskoye,51.1,114.53,19.63,63,100,1.59,RU,1688390042
462,saint-francois,46.4154,3.9054,22.69,53,100,3.6,FR,1688390043
463,yatou,37.15,122.3833,23.74,94,100,2.9,CN,1688390043
464,honggang,46.4667,124.8667,23.16,68,87,3.5,CN,1688390044
465,katabu,-4.9333,122.5167,24.13,95,100,1.78,ID,1688390044
466,karratha,-20.7377,116.8463,18.69,53,0,2.05,AU,1688390045
467,horta,38.5333,-28.6333,21.12,77,75,4.12,PT,1688390046
468,tarnogskiy gorodok,60.4997,43.5761,15.47,94,100,4.45,RU,1688390047
469,nova russas,-4.7067,-40.5631,32.44,43,0,1.34,BR,1688389917
470,atafu village,-8.5421,-172.5159,28.54,74,19,7.85,TK,1688390048
471,nadym,65.5333,72.5167,30.11,45,59,6.99,RU,1688390048
472,vilhena,-12.7406,-60.1458,27.12,39,0,2.57,BR,1688390049
473,lapseki,40.3442,26.6856,32.88,49,44,1.27,TR,1688390049
474,avanigadda,16.0215,80.9181,28.86,87,100,5.08,IN,1688390050
475,pontes e lacerda,-15.2261,-59.3353,24.11,39,80,0.56,BR,1688389752
476,colonia,50.9333,6.95,23.23,48,0,9.77,DE,1688390007
477,blagoveshchensk,50.2667,127.5333,20.79,83,20,2.0,RU,1688390051
478,puerto armuelles,8.2833,-82.8667,26.76,80,100,0.45,PA,1688389912
479,duragan,41.4158,35.0544,32.98,38,13,2.56,TR,1688390052
480,yeppoon,-23.1333,150.7333,21.25,82,100,7.99,AU,1688390052
481,novodvinsk,64.4165,40.8122,19.84,67,100,3.32,RU,1688390058
482,selfoss,63.9331,-20.9971,16.69,57,91,2.85,IS,1688390058
483,tazovsky,67.4667,78.7,13.09,90,100,4.62,RU,1688390059
484,amqui,48.4638,-67.4313,19.45,93,100,0.9,CA,1688390060
485,green river,41.5286,-109.4662,17.22,41,0,2.08,US,1688390060
486,st. john's,47.5649,-52.7093,24.04,75,75,8.23,CA,1688389928
487,cururupu,-1.8283,-44.8683,30.11,62,5,3.02,BR,1688389951
488,calama,-22.4667,-68.9333,10.27,14,0,11.83,CL,1688389899
489,imbituba,-28.24,-48.6703,18.81,83,100,4.67,BR,1688389966
490,alamosa,37.4695,-105.87,7.99,76,0,0.0,US,1688390063
491,grande prairie,55.1667,-118.8027,12.1,87,100,6.69,CA,1688390063
492,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,88,75,1.0,RU,1688390063
493,campbellton,48.0075,-66.6727,19.25,97,100,1.09,CA,1688390064
494,arraial do cabo,-22.9661,-42.0278,22.92,49,40,5.14,BR,1688390064
495,ntoum,0.3833,9.7833,26.87,49,58,2.1,GA,1688390065
496,am timan,11.0297,20.2827,33.24,43,100,3.2,TD,1688390066
497,kendal,54.3268,-2.7476,15.61,62,87,7.57,GB,1688389881
498,pottenstein,49.7722,11.4092,22.42,57,97,5.57,DE,1688390066
499,hobyo,5.3505,48.5268,26.98,68,51,13.37,SO,1688390067
500,malakal,9.5334,31.6605,35.61,35,21,0.27,SS,1688390067
501,brookings,44.3114,-96.7984,23.19,74,0,1.54,US,1688389924
502,raduzhnyy,62.0961,77.475,25.12,44,99,2.79,RU,1688390068
503,malango,-2.9627,119.9001,20.61,99,100,0.67,ID,1688390069
504,dakhla,23.6848,-15.958,27.01,61,30,7.72,EH,1688390069
505,khilok,51.3674,110.4676,13.31,99,100,0.98,RU,1688390070
506,meadow lake,34.8014,-106.5436,21.12,58,0,1.64,US,1688390070
507,lazaro cardenas,17.9583,-102.2,26.12,79,55,2.08,MX,1688390071
508,sarnia,42.9787,-82.4041,21.53,96,100,3.6,CA,1688389943
509,nova vicosa,-17.8919,-39.3719,23.4,63,78,7.68,BR,1688389930
510,es castell,39.8795,4.2854,27.38,74,40,5.14,ES,1688390072
511,ahar,38.4774,47.0699,27.06,40,5,8.08,IR,1688390073
512,dalbandin,28.8947,64.4101,43.05,13,75,6.46,PK,1688390074
513,jumla,29.2747,82.1838,19.97,88,54,1.55,NP,1688390074
514,kuraymah,18.55,31.85,41.54,8,100,5.15,SD,1688390075
515,huaicheng,23.9051,112.1931,25.26,97,80,0.9,CN,1688390075
516,portland,45.5234,-122.6762,15.89,75,0,0.45,US,1688389649
517,essaouira,31.5125,-9.77,29.72,79,1,5.66,MA,1688390076
518,ende,-8.8432,121.6623,24.92,92,92,2.82,ID,1688390076
519,sanctuary point,-35.1114,150.629,15.18,93,99,2.17,AU,1688390077
520,chengtangcun,35.0771,117.1518,27.14,89,100,4.08,CN,1688390078
521,tomatlan,19.9333,-105.25,25.11,89,100,0.55,MX,1688390078
522,kurara,25.9833,79.9833,36.46,43,100,2.79,IN,1688390078
523,morales,2.757,-76.6172,18.17,86,52,0.25,CO,1688390079
524,rumuruti,0.267,36.5389,21.26,50,100,5.42,KE,1688390079
525,florence,43.7667,11.25,33.23,47,40,2.57,IT,1688389992
526,gorodishche,48.8045,44.4744,32.49,29,0,3.0,RU,1688390080
527,tremonton,41.7119,-112.1655,20.78,62,0,3.13,US,1688390081
528,suntar,62.1444,117.6319,19.96,67,100,0.08,RU,1688390082
529,porto novo,6.4965,2.6036,28.9,69,88,4.28,BJ,1688390082
530,surab,28.4914,66.2585,35.92,13,100,7.46,PK,1688390083
531,luau,-10.7073,22.2247,28.55,17,0,3.33,AO,1688390083
532,coihueco,-36.6167,-71.8333,8.41,100,75,2.57,CL,1688390084
533,macapa,0.0389,-51.0664,28.99,84,75,4.12,BR,1688389954
534,kamareddi,18.3167,78.35,31.23,53,100,2.78,IN,1688390085
535,haugesund,59.4138,5.268,13.14,94,75,9.77,NO,1688390085
536,polygyros,40.3744,23.4383,30.7,57,44,3.09,GR,1688390086
537,wickenburg,33.9686,-112.7296,27.6,19,0,1.61,US,1688390086
538,deqen,29.9618,90.7188,13.78,67,80,2.08,CN,1688390086
539,maintirano,-18.0667,44.0167,25.73,54,0,6.09,MG,1688390087
540,nabire,-3.3667,135.4833,26.16,88,100,0.47,ID,1688390087
541,san patricio,28.017,-97.5169,29.39,84,28,2.67,US,1688390088
542,santa cruz,-17.8,-63.1667,22.03,78,75,4.63,BO,1688390088
543,lamarque,-39.423,-65.7021,11.19,62,90,3.7,AR,1688390088
544,eforie sud,44.0229,28.6494,30.45,69,37,4.29,RO,1688390089
545,gillette,44.2911,-105.5022,16.64,68,0,4.02,US,1688389799
546,nuevo casas grandes,30.4167,-107.9167,21.98,49,14,1.38,MX,1688390090
547,sierra grande,-41.606,-65.3557,10.12,47,100,10.35,AR,1688390090
548,dapa,9.7594,126.0531,27.97,77,100,5.49,PH,1688390090
549,mogadishu,2.0371,45.3438,26.34,73,27,8.15,SO,1688389905
550,malmberget,67.1753,20.6549,13.31,38,40,3.6,SE,1688390091
551,aykhal,66.0,111.5,16.14,52,1,3.66,RU,1688390092
552,broome,42.2506,-75.833,21.22,98,100,1.54,US,1688390092
553,katsuren-haebaru,26.3369,127.8719,29.21,79,20,3.09,JP,1688390093
554,dazuocun,24.8862,118.9643,27.57,88,95,8.1,CN,1688390093
555,olinda,-8.0089,-34.8553,26.85,74,75,4.12,BR,1688390094
556,ust'-kut,56.7938,105.7672,18.13,81,100,2.03,RU,1688390094
557,alofi,-19.0595,-169.9187,25.94,73,40,0.51,NU,1688390095
558,bischofshofen,47.4167,13.2167,22.82,75,100,1.87,AT,1688390095
559,ulladulla,-35.35,150.4667,11.53,91,100,2.28,AU,1688390096
560,kantunilkin,21.0917,-87.45,25.15,90,100,0.66,MX,1688389808
561,timbuktu,16.7735,-3.0074,40.53,23,82,5.98,ML,1688390096
562,arzgir,45.3728,44.2206,33.38,24,3,2.03,RU,1688390097
563,ploneour-lanvern,47.9,-4.2833,21.18,52,20,4.63,FR,1688390098
564,jiuquan,39.7432,98.5174,26.44,12,0,11.82,CN,1688390099
565,argo,37.6333,22.7333,32.66,51,62,2.33,GR,1688390099
566,kolonia,50.9333,6.95,23.23,48,0,9.77,DE,1688390007
567,puerto colombia,10.9878,-74.9547,27.77,78,100,2.17,CO,1688389941
568,zdar nad sazavou,49.5626,15.9392,25.29,27,43,2.24,CZ,1688390100
569,nikel,69.4128,30.222,10.1,60,26,4.31,RU,1688390101
570,northam,51.0333,-4.2167,18.12,74,82,10.86,GB,1688390102
571,kilju,40.9642,129.3278,19.53,98,58,0.23,KP,1688390103
572,sundern,51.3333,8.0,19.95,56,100,4.92,DE,1688390103
573,yanam,16.7333,82.2167,27.96,87,97,2.63,IN,1688389962
574,santa ana,33.7456,-117.8678,18.77,91,100,0.89,US,1688389824
575,yima,34.7381,111.8839,19.85,91,100,6.82,CN,1688390105
